Index,Toimunud koolituse ID,Koolituse tüüp,Koolituste hinnad.Value,Osaleja ID,Päevade arv,Tundide arv koolitusel,Tundide arv päevas
467,26.10.2022_16_7,klassiõpe,24,11,1,6,6
468,26.10.2022_16_7,klassiõpe,24,39,1,6,6
469,26.10.2022_16_7,klassiõpe,24,70,1,6,6
470,26.10.2022_16_7,klassiõpe,24,75,1,6,6
471,26.10.2022_16_7,klassiõpe,24,97,1,6,6
472,26.10.2022_16_7,klassiõpe,24,116,1,6,6
473,26.10.2022_19_2,e-õpe,18,1,1,7,7
474,26.10.2022_19_2,e-õpe,18,7,1,7,7
475,26.10.2022_19_2,e-õpe,18,4,1,7,7
476,26.10.2022_19_2,e-õpe,18,6,1,7,7
477,26.10.2022_19_2,e-õpe,18,9,1,7,7
478,26.10.2022_19_2,e-õpe,18,33,1,7,7
479,26.10.2022_19_2,e-õpe,18,51,1,7,7
480,26.10.2022_19_2,e-õpe,18,59,1,7,7
481,26.10.2022_19_2,e-õpe,18,43,1,7,7
482,26.10.2022_19_2,e-õpe,18,72,1,7,7
483,26.10.2022_19_2,e-õpe,18,118,1,7,7
484,26.10.2022_19_2,e-õpe,18,127,1,7,7
485,30.10.2022_21_2,e-õpe,30,7,2,16,8
486,30.10.2022_21_2,e-õpe,30,21,2,16,8
487,30.10.2022_21_2,klassiõpe,36,34,2,16,8
488,30.10.2022_21_2,klassiõpe,36,59,2,16,8
489,30.10.2022_21_2,klassiõpe,36,78,2,16,8
490,30.10.2022_21_2,klassiõpe,36,22,2,16,8
491,30.10.2022_21_2,klassiõpe,36,110,2,16,8
492,30.10.2022_21_2,klassiõpe,36,120,2,16,8
493,30.10.2022_21_2,klassiõpe,36,117,2,16,8
494,04.11.2022_16_3,klassiõpe,24,5,1,6,6
495,04.11.2022_16_3,klassiõpe,24,10,1,6,6
496,04.11.2022_16_3,klassiõpe,24,37,1,6,6
497,04.11.2022_16_3,klassiõpe,24,42,1,6,6
498,04.11.2022_16_3,klassiõpe,24,12,1,6,6
499,04.11.2022_16_3,klassiõpe,24,64,1,6,6
500,04.11.2022_16_3,klassiõpe,24,14,1,6,6
501,04.11.2022_16_3,klassiõpe,24,96,1,6,6
502,04.11.2022_16_3,klassiõpe,24,99,1,6,6
503,14.11.2022_1_3,klassiõpe,30,1,3,15,5
504,14.11.2022_1_3,klassiõpe,30,14,3,15,5
505,14.11.2022_1_3,klassiõpe,30,18,3,15,5
506,14.11.2022_1_3,klassiõpe,30,21,3,15,5
507,14.11.2022_1_3,klassiõpe,30,22,3,15,5
508,14.11.2022_1_3,klassiõpe,30,24,3,15,5
509,14.11.2022_1_3,e-õpe,24,44,3,15,5
510,14.11.2022_1_3,e-õpe,24,51,3,15,5
511,14.11.2022_1_3,e-õpe,24,61,3,15,5
512,14.11.2022_1_3,e-õpe,24,63,3,15,5
513,22.11.2022_6_7,klassiõpe,33,19,1,8,8
514,22.11.2022_6_7,klassiõpe,33,24,1,8,8
515,22.11.2022_6_7,klassiõpe,33,39,1,8,8
516,22.11.2022_6_7,klassiõpe,33,57,1,8,8
517,22.11.2022_6_7,klassiõpe,33,61,1,8,8
518,22.11.2022_6_7,klassiõpe,33,90,1,8,8
519,22.11.2022_6_7,klassiõpe,33,96,1,8,8
520,22.11.2022_6_7,klassiõpe,33,112,1,8,8
521,22.11.2022_6_7,klassiõpe,33,113,1,8,8
522,28.11.2022_6_3,klassiõpe,33,5,1,8,8
523,28.11.2022_6_3,klassiõpe,33,11,1,8,8
524,28.11.2022_6_3,klassiõpe,33,15,1,8,8
525,28.11.2022_6_3,klassiõpe,33,21,1,8,8
526,28.11.2022_6_3,klassiõpe,33,37,1,8,8
527,28.11.2022_6_3,klassiõpe,33,38,1,8,8
528,28.11.2022_6_3,klassiõpe,33,55,1,8,8
529,28.11.2022_6_3,klassiõpe,33,68,1,8,8
530,28.11.2022_6_3,klassiõpe,33,94,1,8,8
531,28.11.2022_13_5,klassiõpe,18,21,7,28,4
532,28.11.2022_13_5,klassiõpe,18,46,7,28,4
533,28.11.2022_13_5,klassiõpe,18,58,7,28,4
534,28.11.2022_13_5,klassiõpe,18,127,7,28,4
535,15.12.2022_8_2,klassiõpe,27,1,1,6,6
536,15.12.2022_8_2,klassiõpe,27,15,1,6,6
537,15.12.2022_8_2,klassiõpe,27,94,1,6,6
538,15.12.2022_8_2,klassiõpe,27,106,1,6,6
539,15.12.2022_8_2,klassiõpe,27,124,1,6,6
540,18.12.2022_10_5,klassiõpe,18,3,10,30,3
541,18.12.2022_10_5,klassiõpe,18,31,10,30,3
542,18.12.2022_10_5,klassiõpe,18,34,10,30,3
543,18.12.2022_10_5,klassiõpe,18,6,10,30,3
544,18.12.2022_10_5,klassiõpe,18,53,10,30,3
545,18.12.2022_10_5,klassiõpe,18,69,10,30,3
546,18.12.2022_10_5,klassiõpe,18,88,10,30,3
547,18.12.2022_10_5,klassiõpe,18,104,10,30,3
548,22.12.2022_5_3,klassiõpe,30,30,1,6,6
549,22.12.2022_5_3,klassiõpe,30,38,1,6,6
550,22.12.2022_5_3,klassiõpe,30,48,1,6,6
551,22.12.2022_5_3,klassiõpe,30,55,1,6,6
552,22.12.2022_5_3,klassiõpe,30,64,1,6,6
553,22.12.2022_5_3,klassiõpe,30,89,1,6,6
554,22.12.2022_5_3,klassiõpe,30,100,1,6,6
555,22.12.2022_5_3,klassiõpe,30,101,1,6,6
556,22.12.2022_5_3,klassiõpe,30,119,1,6,6
557,26.12.2022_21_2,klassiõpe,36,22,2,16,8
558,26.12.2022_21_2,klassiõpe,36,25,2,16,8
559,26.12.2022_21_2,klassiõpe,36,73,2,16,8
560,26.12.2022_21_2,e-õpe,30,86,2,16,8
561,26.12.2022_21_2,e-õpe,30,97,2,16,8
562,26.12.2022_21_2,e-õpe,30,107,2,16,8
563,26.12.2022_21_2,e-õpe,30,109,2,16,8
564,26.12.2022_21_2,e-õpe,30,111,2,16,8
565,05.01.2023_20_2,klassiõpe,27,3,2,12,6
566,05.01.2023_20_2,klassiõpe,27,19,2,12,6
567,05.01.2023_20_2,klassiõpe,27,20,2,12,6
568,05.01.2023_20_2,klassiõpe,27,38,2,12,6
569,05.01.2023_20_2,klassiõpe,27,48,2,12,6
570,05.01.2023_20_2,klassiõpe,27,68,2,12,6
571,05.01.2023_20_2,klassiõpe,27,114,2,12,6
572,05.01.2023_20_2,klassiõpe,27,123,2,12,6
573,17.01.2023_3_3,klassiõpe,36,2,3,18,6
574,17.01.2023_3_3,klassiõpe,36,3,3,18,6
575,17.01.2023_3_3,klassiõpe,36,8,3,18,6
576,17.01.2023_3_3,klassiõpe,36,12,3,18,6
577,17.01.2023_3_3,klassiõpe,36,25,3,18,6
578,17.01.2023_3_3,klassiõpe,36,45,3,18,6
579,17.01.2023_3_3,klassiõpe,36,52,3,18,6
580,17.01.2023_3_3,klassiõpe,36,59,3,18,6
581,17.01.2023_3_3,klassiõpe,36,61,3,18,6
582,26.01.2023_20_7,klassiõpe,27,17,2,12,6
583,26.01.2023_20_7,klassiõpe,27,33,2,12,6
584,26.01.2023_20_7,klassiõpe,27,39,2,12,6
585,26.01.2023_20_7,klassiõpe,27,74,2,12,6
586,26.01.2023_20_7,klassiõpe,27,77,2,12,6
587,26.01.2023_20_7,klassiõpe,27,85,2,12,6
588,26.01.2023_20_7,klassiõpe,27,100,2,12,6
589,08.02.2023_5_4,klassiõpe,30,6,1,6,6
590,08.02.2023_5_4,klassiõpe,30,15,1,6,6
591,08.02.2023_5_4,klassiõpe,30,51,1,6,6
592,08.02.2023_5_4,klassiõpe,30,92,1,6,6
593,08.02.2023_5_4,klassiõpe,30,104,1,6,6
594,08.02.2023_5_4,klassiõpe,30,109,1,6,6
595,08.02.2023_5_4,klassiõpe,30,112,1,6,6
596,08.02.2023_5_4,klassiõpe,30,114,1,6,6
597,08.02.2023_5_4,e-õpe,21,127,1,6,6
598,08.02.2023_19_7,e-õpe,18,11,1,7,7
599,08.02.2023_19_7,e-õpe,18,26,1,7,7
600,08.02.2023_19_7,e-õpe,18,50,1,7,7
601,08.02.2023_19_7,e-õpe,18,42,1,7,7
602,08.02.2023_19_7,e-õpe,18,44,1,7,7
603,08.02.2023_19_7,e-õpe,18,78,1,7,7
604,08.02.2023_19_7,e-õpe,18,80,1,7,7
605,08.02.2023_19_7,e-õpe,18,87,1,7,7
606,08.02.2023_19_7,e-õpe,18,88,1,7,7
607,08.02.2023_19_7,e-õpe,18,119,1,7,7
608,14.02.2023_4_3,klassiõpe,24,5,1,5,5
609,14.02.2023_4_3,klassiõpe,24,7,1,5,5
610,14.02.2023_4_3,klassiõpe,24,10,1,5,5
611,14.02.2023_4_3,klassiõpe,24,13,1,5,5
612,14.02.2023_4_3,klassiõpe,24,18,1,5,5
613,14.02.2023_4_3,klassiõpe,24,20,1,5,5
614,14.02.2023_4_3,klassiõpe,24,23,1,5,5
615,14.02.2023_4_3,klassiõpe,24,41,1,5,5
616,14.02.2023_4_3,klassiõpe,24,81,1,5,5
617,14.02.2023_4_3,klassiõpe,24,100,1,5,5
618,02.03.2023_9_5,klassiõpe,18,12,5,15,3
619,02.03.2023_9_5,klassiõpe,18,19,5,15,3
620,02.03.2023_9_5,klassiõpe,18,39,5,15,3
621,02.03.2023_9_5,klassiõpe,18,71,5,15,3
622,02.03.2023_9_5,klassiõpe,18,82,5,15,3
623,02.03.2023_9_5,klassiõpe,18,96,5,15,3
624,02.03.2023_9_5,klassiõpe,18,99,5,15,3
625,02.03.2023_9_5,klassiõpe,18,102,5,15,3
626,02.03.2023_9_5,klassiõpe,18,105,5,15,3
627,02.03.2023_9_5,klassiõpe,18,116,5,15,3
628,04.03.2023_3_3,klassiõpe,36,1,2,16,8
629,04.03.2023_3_3,e-õpe,30,5,2,16,8
630,04.03.2023_3_3,klassiõpe,36,7,2,16,8
631,04.03.2023_3_3,e-õpe,30,29,2,16,8
632,04.03.2023_3_3,klassiõpe,36,30,2,16,8
633,04.03.2023_3_3,e-õpe,30,38,2,16,8
634,04.03.2023_3_3,klassiõpe,36,39,2,16,8
635,04.03.2023_3_3,e-õpe,30,41,2,16,8
636,04.03.2023_3_3,klassiõpe,36,49,2,16,8
637,04.03.2023_3_3,e-õpe,30,50,2,16,8
638,04.03.2023_3_3,klassiõpe,36,53,2,16,8
639,04.03.2023_3_3,e-õpe,30,57,2,16,8
640,05.03.2023_18_2,e-õpe,24,18,1,6,6
641,05.03.2023_18_2,e-õpe,24,64,1,6,6
642,05.03.2023_18_2,e-õpe,24,67,1,6,6
643,05.03.2023_18_2,e-õpe,24,54,1,6,6
644,05.03.2023_18_2,e-õpe,24,106,1,6,6
645,05.03.2023_18_2,e-õpe,24,116,1,6,6
646,05.03.2023_18_2,e-õpe,24,123,1,6,6
647,08.04.2023_15_3,klassiõpe,24,35,2,8,4
648,08.04.2023_15_3,klassiõpe,24,73,2,8,4
649,08.04.2023_15_3,klassiõpe,24,74,2,8,4
650,08.04.2023_15_3,klassiõpe,24,87,2,8,4
651,08.04.2023_15_3,klassiõpe,24,89,2,8,4
652,08.04.2023_15_3,klassiõpe,24,95,2,8,4
653,08.04.2023_15_3,klassiõpe,24,97,2,8,4
654,17.04.2023_11_6,klassiõpe,18,28,10,30,3
655,17.04.2023_11_6,klassiõpe,18,38,10,30,3
656,17.04.2023_11_6,klassiõpe,18,39,10,30,3
657,17.04.2023_11_6,klassiõpe,18,41,10,30,3
658,17.04.2023_11_6,klassiõpe,18,65,10,30,3
659,17.04.2023_11_6,klassiõpe,18,97,10,30,3
660,17.04.2023_11_6,klassiõpe,18,103,10,30,3
661,17.04.2023_11_6,klassiõpe,18,110,10,30,3
662,17.04.2023_11_6,klassiõpe,18,122,10,30,3
663,26.04.2023_16_7,klassiõpe,24,53,1,6,6
664,26.04.2023_16_7,klassiõpe,24,103,1,6,6
665,26.04.2023_16_7,klassiõpe,24,109,1,6,6
666,26.04.2023_16_7,klassiõpe,24,111,1,6,6
667,26.04.2023_16_7,klassiõpe,24,115,1,6,6
668,14.05.2023_4_2,klassiõpe,24,2,1,5,5
669,14.05.2023_4_2,klassiõpe,24,8,1,5,5
670,14.05.2023_4_2,klassiõpe,24,112,1,5,5
671,14.05.2023_4_2,e-õpe,21,15,1,5,5
672,14.05.2023_4_2,e-õpe,21,21,1,5,5
673,14.05.2023_4_2,klassiõpe,24,32,1,5,5
674,14.05.2023_4_2,e-õpe,21,86,1,5,5
675,14.05.2023_4_2,e-õpe,21,90,1,5,5
676,22.05.2023_19_2,e-õpe,18,5,1,7,7
677,22.05.2023_19_2,e-õpe,18,19,1,7,7
678,22.05.2023_19_2,e-õpe,18,47,1,7,7
679,22.05.2023_19_2,e-õpe,18,52,1,7,7
680,22.05.2023_19_2,e-õpe,18,53,1,7,7
681,22.05.2023_19_2,e-õpe,18,58,1,7,7
682,22.05.2023_19_2,e-õpe,18,65,1,7,7
683,22.05.2023_19_2,e-õpe,18,77,1,7,7
684,22.05.2023_19_2,e-õpe,18,84,1,7,7
685,22.05.2023_19_2,e-õpe,18,111,1,7,7
686,22.05.2023_19_2,e-õpe,18,114,1,7,7
687,22.05.2023_19_2,e-õpe,18,115,1,7,7
688,31.05.2023_19_8,e-õpe,18,3,1,7,7
689,31.05.2023_19_8,e-õpe,18,36,1,7,7
690,31.05.2023_19_8,e-õpe,18,67,1,7,7
691,31.05.2023_19_8,e-õpe,18,69,1,7,7
692,31.05.2023_19_8,e-õpe,18,81,1,7,7
693,31.05.2023_19_8,e-õpe,18,105,1,7,7
694,31.05.2023_19_8,e-õpe,18,106,1,7,7
695,31.05.2023_19_8,e-õpe,18,122,1,7,7
696,31.05.2023_19_8,e-õpe,18,117,1,7,7
697,31.05.2023_19_8,e-õpe,18,124,1,7,7
698,21.06.2023_8_4,klassiõpe,27,8,1,6,6
699,21.06.2023_8_4,klassiõpe,27,78,1,6,6
700,21.06.2023_8_4,klassiõpe,27,82,1,6,6
701,21.06.2023_8_4,klassiõpe,27,86,1,6,6
702,21.06.2023_8_4,klassiõpe,27,4,1,6,6
703,21.06.2023_8_4,klassiõpe,27,86,1,6,6
704,22.06.2023_18_7,e-õpe,24,9,1,6,6
705,22.06.2023_18_7,e-õpe,24,12,1,6,6
706,22.06.2023_18_7,e-õpe,24,16,1,6,6
707,22.06.2023_18_7,e-õpe,24,49,1,6,6
708,22.06.2023_18_7,e-õpe,24,68,1,6,6
709,22.06.2023_18_7,e-õpe,24,104,1,6,6
710,22.06.2023_18_7,e-õpe,24,113,1,6,6
711,22.06.2023_18_7,e-õpe,24,114,1,6,6
712,22.06.2023_18_7,e-õpe,24,121,1,6,6
713,05.07.2023_7_2,klassiõpe,30,17,3,12,4
714,05.07.2023_7_2,klassiõpe,30,48,3,12,4
715,05.07.2023_7_2,klassiõpe,30,54,3,12,4
716,05.07.2023_7_2,klassiõpe,30,57,3,12,4
717,05.07.2023_7_2,klassiõpe,30,67,3,12,4
718,05.07.2023_7_2,klassiõpe,30,89,3,12,4
719,05.07.2023_7_2,klassiõpe,30,92,3,12,4
720,05.07.2023_7_2,klassiõpe,30,110,3,12,4
721,06.07.2023_14_1,klassiõpe,36,20,3,15,5
722,06.07.2023_14_1,klassiõpe,36,21,3,15,5
723,06.07.2023_14_1,klassiõpe,36,44,3,15,5
724,06.07.2023_14_1,klassiõpe,36,78,3,15,5
725,06.07.2023_14_1,klassiõpe,36,20,3,15,5
726,06.07.2023_14_1,klassiõpe,36,91,3,15,5
727,06.07.2023_14_1,klassiõpe,36,112,3,15,5
728,06.07.2023_14_1,klassiõpe,36,121,3,15,5
729,06.07.2023_16_2,klassiõpe,24,73,1,6,6
730,06.07.2023_16_2,klassiõpe,24,77,1,6,6
731,06.07.2023_16_2,klassiõpe,24,15,1,6,6
732,06.07.2023_16_2,klassiõpe,24,124,1,6,6
733,07.07.2023_16_8,klassiõpe,24,2,1,6,6
734,07.07.2023_16_8,klassiõpe,24,18,1,6,6
735,07.07.2023_16_8,klassiõpe,24,35,1,6,6
736,07.07.2023_16_8,klassiõpe,24,48,1,6,6
737,07.07.2023_16_8,klassiõpe,24,50,1,6,6
738,07.07.2023_16_8,klassiõpe,24,51,1,6,6
739,07.07.2023_16_8,klassiõpe,24,62,1,6,6
740,07.07.2023_16_8,klassiõpe,24,65,1,6,6
741,07.07.2023_16_8,klassiõpe,24,85,1,6,6
742,12.07.2023_8_8,klassiõpe,27,2,1,6,6
743,12.07.2023_8_8,klassiõpe,27,29,1,6,6
744,12.07.2023_8_8,klassiõpe,27,33,1,6,6
745,12.07.2023_8_8,klassiõpe,27,38,1,6,6
746,12.07.2023_8_8,klassiõpe,27,59,1,6,6
747,12.07.2023_8_8,klassiõpe,27,75,1,6,6
748,21.07.2023_15_2,klassiõpe,24,11,2,8,4
749,21.07.2023_15_2,klassiõpe,24,43,2,8,4
750,21.07.2023_15_2,klassiõpe,24,47,2,8,4
751,21.07.2023_15_2,klassiõpe,24,59,2,8,4
752,21.07.2023_15_2,klassiõpe,24,66,2,8,4
753,21.07.2023_15_2,klassiõpe,24,98,2,8,4
754,21.07.2023_15_2,klassiõpe,24,114,2,8,4
755,21.07.2023_15_2,klassiõpe,24,121,2,8,4
756,24.07.2023_7_7,klassiõpe,30,5,3,12,4
757,24.07.2023_7_7,klassiõpe,30,8,3,12,4
758,24.07.2023_7_7,klassiõpe,30,23,3,12,4
759,24.07.2023_7_7,klassiõpe,30,46,3,12,4
760,24.07.2023_7_7,klassiõpe,30,55,3,12,4
761,24.07.2023_7_7,klassiõpe,30,64,3,12,4
762,24.07.2023_7_7,klassiõpe,30,73,3,12,4
763,24.07.2023_7_7,klassiõpe,30,78,3,12,4
764,24.07.2023_7_7,klassiõpe,30,96,3,12,4
765,24.07.2023_7_7,klassiõpe,30,99,3,12,4
766,04.08.2023_10_5,klassiõpe,18,12,10,30,3
767,04.08.2023_10_5,klassiõpe,18,2,10,30,3
768,04.08.2023_10_5,klassiõpe,18,17,10,30,3
769,04.08.2023_10_5,klassiõpe,18,27,10,30,3
770,04.08.2023_10_5,klassiõpe,18,52,10,30,3
771,04.08.2023_10_5,klassiõpe,18,63,10,30,3
772,04.08.2023_10_5,klassiõpe,18,81,10,30,3
773,04.08.2023_10_5,klassiõpe,18,98,10,30,3
774,04.08.2023_10_5,klassiõpe,18,101,10,30,3
775,15.08.2023_7_8,klassiõpe,30,12,3,12,4
776,15.08.2023_7_8,klassiõpe,30,19,3,12,4
777,15.08.2023_7_8,klassiõpe,30,26,3,12,4
778,15.08.2023_7_8,klassiõpe,30,31,3,12,4
779,15.08.2023_7_8,klassiõpe,30,49,3,12,4
780,15.08.2023_7_8,klassiõpe,30,80,3,12,4
781,15.08.2023_7_8,klassiõpe,30,84,3,12,4
782,15.08.2023_7_8,klassiõpe,30,85,3,12,4
783,15.08.2023_7_8,klassiõpe,30,86,3,12,4
784,26.08.2023_7_2,klassiõpe,30,9,3,12,4
785,26.08.2023_7_2,klassiõpe,30,15,3,12,4
786,26.08.2023_7_2,klassiõpe,30,28,3,12,4
787,26.08.2023_7_2,klassiõpe,30,34,3,12,4
788,26.08.2023_7_2,klassiõpe,30,40,3,12,4
789,26.08.2023_7_2,klassiõpe,30,41,3,12,4
790,26.08.2023_7_2,klassiõpe,30,43,3,12,4
791,26.08.2023_7_2,klassiõpe,30,50,3,12,4
792,26.08.2023_7_2,klassiõpe,30,97,3,12,4
793,21.09.2023_10_5,klassiõpe,18,18,10,30,3
794,21.09.2023_10_5,klassiõpe,18,36,10,30,3
795,21.09.2023_10_5,klassiõpe,18,39,10,30,3
796,21.09.2023_10_5,klassiõpe,18,46,10,30,3
797,21.09.2023_10_5,klassiõpe,18,67,10,30,3
798,21.09.2023_10_5,klassiõpe,18,95,10,30,3
799,21.09.2023_10_5,klassiõpe,18,7,10,30,3
800,21.09.2023_10_5,klassiõpe,18,112,10,30,3
801,21.09.2023_10_5,klassiõpe,18,117,10,30,3
802,21.09.2023_10_5,klassiõpe,18,119,10,30,3
803,06.10.2023_10_5,klassiõpe,18,4,10,30,3
804,06.10.2023_10_5,klassiõpe,18,22,10,30,3
805,06.10.2023_10_5,klassiõpe,18,5,10,30,3
806,06.10.2023_10_5,klassiõpe,18,40,10,30,3
807,06.10.2023_10_5,klassiõpe,18,59,10,30,3
808,06.10.2023_10_5,klassiõpe,18,60,10,30,3
809,06.10.2023_10_5,klassiõpe,18,65,10,30,3
810,06.10.2023_10_5,klassiõpe,18,79,10,30,3
811,06.10.2023_10_5,klassiõpe,18,106,10,30,3
812,11.10.2023_3_3,klassiõpe,36,4,2,16,8
813,11.10.2023_3_3,klassiõpe,36,18,2,16,8
814,11.10.2023_3_3,e-õpe,30,22,2,16,8
815,11.10.2023_3_3,klassiõpe,36,26,2,16,8
816,11.10.2023_3_3,klassiõpe,36,31,2,16,8
817,11.10.2023_3_3,e-õpe,30,47,2,16,8
818,11.10.2023_3_3,klassiõpe,36,51,2,16,8
819,11.10.2023_3_3,klassiõpe,36,54,2,16,8
820,11.10.2023_3_3,e-õpe,30,58,2,16,8
821,11.10.2023_3_3,klassiõpe,36,111,2,16,8
822,11.10.2023_3_3,klassiõpe,36,100,2,16,8
823,12.10.2023_18_8,e-õpe,24,26,1,6,6
824,12.10.2023_18_8,e-õpe,24,63,1,6,6
825,12.10.2023_18_8,e-õpe,24,52,1,6,6
826,12.10.2023_18_8,e-õpe,24,53,1,6,6
827,12.10.2023_18_8,e-õpe,24,88,1,6,6
828,12.10.2023_18_8,e-õpe,24,94,1,6,6
829,12.10.2023_18_8,e-õpe,24,111,1,6,6
830,12.10.2023_18_8,e-õpe,24,110,1,6,6
831,12.10.2023_18_8,e-õpe,24,125,1,6,6
832,14.10.2023_3_3,klassiõpe,36,6,2,16,8
833,14.10.2023_3_3,klassiõpe,36,9,2,16,8
834,14.10.2023_3_3,klassiõpe,36,10,2,16,8
835,14.10.2023_3_3,klassiõpe,36,23,2,16,8
836,14.10.2023_3_3,klassiõpe,36,33,2,16,8
837,14.10.2023_3_3,klassiõpe,36,46,2,16,8
838,14.10.2023_3_3,klassiõpe,36,55,2,16,8
839,14.10.2023_3_3,klassiõpe,36,60,2,16,8
840,14.10.2023_3_3,klassiõpe,36,62,2,16,8
841,14.10.2023_3_3,klassiõpe,36,64,2,16,8
842,14.10.2023_3_3,klassiõpe,36,120,2,16,8
843,20.10.2023_20_2,e-õpe,21,28,2,12,6
844,20.10.2023_20_2,e-õpe,21,30,2,12,6
845,20.10.2023_20_2,e-õpe,21,35,2,12,6
846,20.10.2023_20_2,e-õpe,21,70,2,12,6
847,20.10.2023_20_2,e-õpe,21,71,2,12,6
848,20.10.2023_20_2,e-õpe,21,76,2,12,6
849,20.10.2023_20_2,e-õpe,21,89,2,12,6
850,20.10.2023_20_2,e-õpe,21,95,2,12,6
851,20.10.2023_20_2,e-õpe,21,114,2,12,6
852,20.10.2023_20_2,e-õpe,21,115,2,12,6
853,20.10.2023_20_2,e-õpe,21,100,2,12,6
854,20.10.2023_20_2,e-õpe,21,121,2,12,6
855,30.10.2023_5_8,klassiõpe,30,1,1,6,6
856,30.10.2023_5_8,klassiõpe,30,7,1,6,6
857,30.10.2023_5_8,klassiõpe,30,32,1,6,6
858,30.10.2023_5_8,e-õpe,21,34,1,6,6
859,30.10.2023_5_8,e-õpe,21,44,1,6,6
860,30.10.2023_5_8,e-õpe,21,57,1,6,6
861,30.10.2023_5_8,klassiõpe,30,59,1,6,6
862,30.10.2023_5_8,klassiõpe,30,80,1,6,6
863,30.10.2023_5_8,klassiõpe,30,108,1,6,6
864,30.10.2023_13_5,klassiõpe,18,7,7,28,4
865,30.10.2023_13_5,klassiõpe,18,39,7,28,4
866,30.10.2023_13_5,klassiõpe,18,47,7,28,4
867,30.10.2023_13_5,klassiõpe,18,54,7,28,4
868,30.10.2023_13_5,klassiõpe,18,94,7,28,4
869,30.10.2023_13_5,klassiõpe,18,114,7,28,4
870,31.10.2023_7_3,e-õpe,30,29,3,12,4
871,31.10.2023_7_3,e-õpe,30,36,3,12,4
872,31.10.2023_7_3,e-õpe,30,38,3,12,4
873,31.10.2023_7_3,e-õpe,30,42,3,12,4
874,31.10.2023_7_3,e-õpe,30,98,3,12,4
875,31.10.2023_7_3,e-õpe,30,103,3,12,4
876,31.10.2023_7_3,e-õpe,30,120,3,12,4
877,01.11.2023_8_4,klassiõpe,27,7,1,6,6
878,01.11.2023_8_4,klassiõpe,27,57,1,6,6
879,01.11.2023_8_4,klassiõpe,27,3,1,6,6
880,01.11.2023_8_4,klassiõpe,27,87,1,6,6
881,01.11.2023_8_4,klassiõpe,27,101,1,6,6
882,01.11.2023_8_4,klassiõpe,27,74,1,6,6
883,21.11.2023_4_3,klassiõpe,24,9,1,5,5
884,21.11.2023_4_3,klassiõpe,24,22,1,5,5
885,21.11.2023_4_3,klassiõpe,24,32,1,5,5
886,21.11.2023_4_3,klassiõpe,24,33,1,5,5
887,21.11.2023_4_3,klassiõpe,24,43,1,5,5
888,21.11.2023_4_3,klassiõpe,24,70,1,5,5
889,21.11.2023_4_3,klassiõpe,24,99,1,5,5
890,21.11.2023_4_3,e-õpe,21,106,1,5,5
891,21.11.2023_4_3,e-õpe,21,110,1,5,5
892,21.11.2023_4_3,e-õpe,21,111,1,5,5
